Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
The Kids Are All Right,20553799,20553799,,4000000,Jul 09 2010,R,Original Screenplay,Comedy,Fiction,96,7.8,3093
Walk Hard: The Dewey Cox Story,18317151,20575121,15734125,35000000,Dec 21 2007,R,Original Screenplay,Comedy,Fiction,74,6.7,28032
A Perfect Getaway,15515460,20613298,3994342,14000000,Aug 07 2009,R,Original Screenplay,Horror/Thriller,Fiction,60,6.5,16324
The Man From Snowy River,20659423,20659423,,5000000,Nov 03 1982,,Original Screenplay,Drama,Fiction,80,7,3101
Best in Show,18621249,20695413,,6000000,Sep 27 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,94,7.4,24484
Eurotrip,17718223,20718223,,25000000,Feb 20 2004,R,Original Screenplay,Comedy,Fiction,46,6.5,52548
Ultraviolet,18522064,20722064,14141779,30000000,Mar 03 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,9,4,28547
Boys Don't Cry,11540607,20741000,,2000000,Oct 08 1999,R,Original Screenplay,Drama,Non-Fiction,88,7.6,34435
Georgia Rule,18882880,20819601,19382312,20000000,May 11 2007,R,Original Screenplay,Drama,Fiction,17,5.8,10902
Amores Perros,5383834,20883834,,2000000,Mar 30 2001,R,Original Screenplay,Drama,Fiction,,8.1,61083
The Devil's Rejects,17044981,20940428,,7000000,Jul 22 2005,R,Original Screenplay,Horror/Thriller,Fiction,54,6.9,36082
Tales from the Crypt: Demon Knight,21089146,21089146,,12000000,Jan 13 1995,R,Original Screenplay,Horror/Thriller,Fiction,,6.4,6430
Taxi Driver,21100000,21100000,,1000000,Feb 08 1976,,Original Screenplay,Drama,Fiction,98,8.6,155774
A Nightmare On Elm Street Part 2: Freddy's Revenge,21163999,21163999,,3000000,Nov 01 1985,,Original Screenplay,Horror/Thriller,Fiction,,4.9,16222
ATL,21170563,21170563,29368071,17000000,Mar 31 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,63,4.7,5480
Raising Cain,21171695,21171695,,11000000,Aug 07 1992,,Original Screenplay,Horror/Thriller,Fiction,53,5.7,5135
New York Minute,14018364,21215882,,40000000,May 07 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,11,,
The Apostle,20733485,21277770,,5000000,Dec 17 1997,PG/PG-13,Original Screenplay,Drama,Fiction,91,7.1,7757
Quigley Down Under,21413105,21413105,,20000000,Oct 19 1990,,Original Screenplay,Western/Musical,Fiction,60,6.5,6001
He Got Game,21567853,21567853,,25000000,May 01 1998,R,Original Screenplay,Drama,Fiction,80,6.8,14494
Doomsday,11008770,21621188,8666480,33000000,Mar 14 2008,R,Original Screenplay,Action/Adventure,Fiction,48,6,34035
Furry Vengeance,17630465,21630465,4335991,35000000,Apr 30 2010,PG/PG-13,Original Screenplay,Comedy,Fiction,8,2.6,3458
Little Black Book,20422207,21758371,,30000000,Aug 06 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,21,5.2,7625
Boys and Girls,21799652,21799652,,16000000,Jun 16 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,11,4.9,7779
Mr. 3000,21800302,21827296,,30000000,Sep 17 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,55,5.6,6202
Unaccompanied Minors,16655224,21949214,7060674,25000000,Dec 08 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,,3.7,4133
Joy Ride,21973182,21973182,,23000000,Oct 05 2001,R,Original Screenplay,Horror/Thriller,Fiction,,5.4,118
Don Juan DeMarco,22032635,22032635,,25000000,Apr 07 1995,PG/PG-13,Original Screenplay,Drama,Fiction,73,6.6,20386
Man of the House,19699706,22099706,,50000000,Feb 25 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,8,4.2,3432
The Medallion,22108977,22108977,,41000000,Aug 22 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,18,4.7,10121
The Marine,18844784,22165608,26786370,15000000,Oct 13 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,20,4.5,13157
A Nightmare On Elm Street: The Dream Child,22168359,22168359,,6000000,Aug 11 1989,,Original Screenplay,Horror/Thriller,Fiction,,4.7,10849
Waitress,19097550,22202180,23127549,1500000,May 02 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,89,7.2,20384
My Fellow Americans,22331846,22331846,,21500000,Dec 20 1996,PG/PG-13,Original Screenplay,Comedy,Fiction,50,6.3,6366
At First Sight,22365133,22365133,,40000000,Jan 15 1999,PG/PG-13,Original Screenplay,Drama,Fiction,33,5.6,6872
Two Can Play That Game,22235901,22391450,,13000000,Sep 07 2001,R,Original Screenplay,Comedy,Fiction,43,5.6,2370
Swimming Pool,10130108,22441323,,7800000,Jul 04 2003,R,Original Screenplay,Horror/Thriller,Fiction,84,6.8,19992
The Glass House,17951431,22861785,,22000000,Sep 14 2001,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,21,5.6,10629
Rounders,22921898,22921898,,12000000,Sep 11 1998,R,Original Screenplay,Drama,Fiction,64,7.3,45439
Super Troopers,18492362,23046142,,3000000,Feb 15 2002,R,Original Screenplay,Comedy,Fiction,,6.8,29514
The Players Club,23047939,23047939,,5000000,Apr 08 1998,R,Original Screenplay,Drama,Fiction,27,4.8,2072
Stay Alive,23086480,23187506,13333591,20000000,Mar 24 2006,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,9,4.5,13658
The Usual Suspects,23341568,23341568,,6000000,Aug 16 1995,R,Original Screenplay,Drama,Fiction,87,8.7,266890
Reindeer Games,23360779,23360779,,36000000,Feb 25 2000,R,Original Screenplay,Action/Adventure,Fiction,,5.5,16822
Chinjeolhan geumjassi,211667,23471871,,4500000,May 05 2006,Other,Original Screenplay,Horror/Thriller,,,7.7,19341
Hustle & Flow,22202809,23563727,,2800000,Jul 22 2005,R,Original Screenplay,Drama,Fiction,,7.5,18688
Lottery Ticket,23602581,23602581,,17000000,Aug 20 2010,PG/PG-13,Original Screenplay,Comedy,Fiction,32,,
Dickie Roberts: Former Child Star,22734486,23734486,,17000000,Sep 05 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,,5.5,6949
The Guru,3051221,23788368,,11000000,Jan 31 2003,R,Original Screenplay,Comedy,Fiction,,5.5,9239
Life as a House,15652637,23889158,,18000000,Oct 26 2001,R,Original Screenplay,Drama,Fiction,46,7.5,19308
Corky Romano,23978402,23978402,,11000000,Oct 12 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,5,4.2,6739
Virtuosity,23998226,23998226,,30000000,Aug 04 1995,R,Original Screenplay,Action/Adventure,Fiction,34,5.3,11079
Angel Eyes,24044532,24044532,,38000000,May 18 2001,R,Original Screenplay,Drama,Fiction,32,5.5,11089
Renaissance Man,24172899,24172899,,40000000,Jun 03 1994,PG/PG-13,Original Screenplay,Comedy,Fiction,,5.9,7650
Saving Grace,12178602,24325623,,4000000,Aug 04 2000,R,Original Screenplay,Comedy,Fiction,63,6.8,8543
The Next Best Thing,14983572,24355762,,25000000,Mar 03 2000,PG/PG-13,Original Screenplay,Drama,Fiction,19,4.4,6104
Arlington Road,24419219,24419219,,21500000,Jul 09 1999,R,Original Screenplay,Horror/Thriller,Fiction,60,7.2,36051
Modern Problems,24474312,24474312,,8000000,Dec 25 1981,,Original Screenplay,Comedy,Fiction,,4.5,2144
Joe Somebody,22770864,24515990,,38000000,Dec 21 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,19,5.3,5313
Punch-Drunk Love,17791031,24591031,,25000000,Oct 11 2002,R,Original Screenplay,Comedy,Fiction,79,7.4,49786
The Apartment,18600000,24600000,,3000000,Dec 31 1959,,Original Screenplay,Comedy,,91,8.4,36485
Seed of Chucky,17016190,24716190,,29000000,Nov 12 2004,R,Original Screenplay,Horror/Thriller,Fiction,32,5.1,9897
Kurtlar vadisi - Irak,0,24906717,,8300000,Nov 24 2006,,Original Screenplay,Action/Adventure,Fiction,,5.7,7936
The Wood,25059640,25059640,,6000000,Jul 16 1999,R,Original Screenplay,Comedy,Fiction,61,6.1,3224
Cursed,19294901,25114901,,35000000,Feb 25 2005,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,,4.8,14425
Escape from New York,25244700,25244700,,6000000,Jul 10 1981,,Original Screenplay,Action/Adventure,Fiction,82,7.1,34497
"Lock, Stock and Two Smoking Barrels",3897569,25297569,,1350000,Mar 05 1999,R,Original Screenplay,Comedy,Fiction,,,
Can't Hardly Wait,25358996,25358996,,10000000,Jun 12 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,44,6.2,19470
Escape from L.A.,25426861,25426861,,50000000,Aug 09 1996,R,Original Screenplay,Action/Adventure,Fiction,56,5.3,23262
A Nightmare on Elm Street,25504513,25504513,,1800000,Nov 09 1984,,Original Screenplay,Horror/Thriller,Fiction,95,5.3,12554
Desperado,25532388,25532388,,7000000,Aug 25 1995,R,Original Screenplay,Action/Adventure,Fiction,61,7,51515
From Dusk Till Dawn,25728961,25728961,,20000000,Jan 19 1996,R,Original Screenplay,Horror/Thriller,Fiction,63,7.1,80234
Ice Princess,24381334,25732334,,25000000,Mar 18 2005,G,Original Screenplay,Comedy,Fiction,52,6,7106
All About the Benjamins,25482931,25873145,,14000000,Mar 08 2002,R,Original Screenplay,Comedy,Fiction,29,5.3,4366
Clerks II,24148068,25894473,26411041,5000000,Jul 21 2006,R,Original Screenplay,Comedy,Fiction,63,7.7,56668
The Cotton Club,25928721,25928721,,48000000,Dec 14 1984,,Original Screenplay,Drama,Fiction,74,6.3,6940
Do the Right Thing,26004026,26004026,,6000000,Jun 30 1989,,Original Screenplay,Comedy,Fiction,98,7.9,26877
"Couloirs du temps: Les visiteurs 2, Les",146072,26146072,,20000000,Mar 27 1998,,Original Screenplay,Comedy,,,,
The New World,12712093,26184400,8200002,30000000,Dec 25 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,60,6.9,33248
Dumb and Dumberer: When Harry Met Lloyd,26214846,26214846,,30000000,Jun 13 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,10,3.3,14813
The Whole Ten Yards,16323969,26323969,,30000000,Apr 09 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,4,5.1,20807
Igor,19528188,26608350,12361783,30000000,Sep 19 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,35,6,6614
Ghost Town,13252641,26612350,7574314,20000000,Sep 19 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,85,4.7,310
Blast from the Past,26613620,26613620,,35000000,Feb 12 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,60,6.4,23243
Event Horizon,26673242,26673242,,60000000,Aug 15 1997,R,Original Screenplay,Horror/Thriller,Fiction,21,6.3,44671
Tron,26918576,26918576,,17000000,Jul 09 1982,,Original Screenplay,Action/Adventure,Fiction,68,2.9,923
Spy Hard,26936265,26936265,,18000000,May 24 1996,PG/PG-13,Original Screenplay,Comedy,Fiction,7,4.7,12682
The Big Hit,27066941,27066941,,13000000,Apr 24 1998,R,Original Screenplay,Action/Adventure,Fiction,41,5.8,14157
The Story of Us,27100030,27100030,,50000000,Oct 15 1999,R,Original Screenplay,Comedy,Fiction,28,5.6,10720
The Cave,15007991,27147991,,30000000,Aug 26 2005,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,12,4.8,13025
Baby Geniuses,27151490,27151490,,13000000,Mar 12 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,2,2.2,9038
Dark City,14435076,27257061,,27000000,Feb 27 1998,R,Original Screenplay,Horror/Thriller,Fiction,77,7.8,62991
The Upside of Anger,18761993,27361993,,12000000,Mar 11 2005,R,Original Screenplay,Drama,Fiction,,7,12317
Poetic Justice,27450453,27450453,,14000000,Jul 23 1993,,Original Screenplay,Drama,Fiction,36,5.1,3689
Air Bud,24646936,27555061,,3000000,Aug 01 1997,PG/PG-13,Original Screenplay,Comedy,Fiction,45,4.6,4698
Goal!,4283255,27610873,12616824,33000000,May 12 2006,PG/PG-13,Original Screenplay,Drama,Fiction,,6.9,16809
Traitor,23530831,27664173,13547082,22000000,Aug 27 2008,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,61,7.1,22468
Love and Basketball,27441122,27709625,,15000000,Apr 21 2000,PG/PG-13,Original Screenplay,Drama,Fiction,81,6.7,5835
Menace II Society,27731527,27731527,,3500000,May 26 1993,R,Original Screenplay,Action/Adventure,Fiction,85,7.4,14807
Nurse Betty,25170054,27732366,,24000000,Sep 08 2000,R,Original Screenplay,Comedy,Fiction,84,6.4,20354
2 For the Money,22991379,27848418,,20000000,Oct 07 2005,R,Original Screenplay,Drama,Fiction,,,
Friday,27467564,27936778,,3500000,Apr 26 1995,R,Original Screenplay,Comedy,Fiction,77,7,21623
The Brothers,27457409,27958191,,6000000,Mar 23 2001,R,Original Screenplay,Comedy,Fiction,63,2.8,153
Loaded Weapon 1,27979399,27979399,,13000000,Feb 05 1993,PG/PG-13,Original Screenplay,Comedy,Fiction,,5.7,17637
Grosse Point Blank,28084357,28084357,,15000000,Apr 11 1997,R,Original Screenplay,Comedy,Fiction,,7.4,41523
Brown Sugar,27362712,28315272,,8000000,Oct 11 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,64,6,2745
Go!,16875273,28383441,,6500000,Apr 09 1999,R,Original Screenplay,Comedy,Fiction,92,,
Heist,23483357,28483168,,35000000,Nov 09 2001,R,Original Screenplay,Action/Adventure,Fiction,66,3.2,77
Be Kind Rewind,11175164,28505302,5162454,20000000,Feb 22 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,65,6.6,42470
Swimfan,28563926,28563926,,10000000,Sep 06 2002,PG/PG-13,Original Screenplay,Drama,Fiction,15,4.6,9577
Wrong Turn,15417771,28649556,,10000000,May 30 2003,R,Original Screenplay,Horror/Thriller,Fiction,40,5.8,119
Agent Cody Banks 2: Destination London,23514247,28703083,,26000000,Mar 12 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,,4.1,4063
Baby Boy,28734552,28734552,,16000000,Jun 27 2001,R,Original Screenplay,Drama,Fiction,69,6.1,4485
Boiler Room,16963963,28773637,,9000000,Feb 18 2000,R,Original Screenplay,Drama,Fiction,67,6.9,22979
The Life of David Gale,19694635,28920188,,50000000,Feb 21 2003,R,Original Screenplay,Horror/Thriller,Fiction,20,7.3,37628
The New Guy,28972187,28972187,,13000000,May 10 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,7,5.4,14268
Far From Heaven,15901849,29027914,,13500000,Nov 08 2002,PG/PG-13,Original Screenplay,Drama,Fiction,89,7.5,20239
Double Impact,29090445,29090445,,16000000,Aug 09 1991,,Original Screenplay,Action/Adventure,Fiction,8,4.7,10426
Rang De Basanti,2197694,29197694,,5300000,Jan 27 2006,Other,Original Screenplay,Drama,Fiction,,8.1,12116
Bulworth,26528684,29203383,,30000000,May 15 1998,R,Original Screenplay,Comedy,Fiction,75,6.8,15486
A Low Down Dirty Shame,29317886,29317886,,10000000,Nov 23 1994,R,Original Screenplay,Action/Adventure,Fiction,,5.4,1847
The Prince & Me,28165882,29356757,,30000000,Apr 02 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,,5.6,9547
Across the Universe,24343673,29367143,25759408,45000000,Sep 14 2007,PG/PG-13,Original Screenplay,Western/Musical,Fiction,53,7.5,45611
Shaun of the Dead,13542874,29629128,,5000000,Sep 24 2004,R,Original Screenplay,Comedy,Fiction,91,8,134693
Small Time Crooks,17266359,29934477,,18000000,May 19 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,66,6.5,15636
Laws of AttrAction/Adventure,17848322,29948322,,32000000,Apr 30 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,18,5.7,9266
Night of the Living Dead,12000000,30000000,,114000,Oct 01 1968,Other,Original Screenplay,Horror/Thriller,Fiction,96,6.6,10083
Road House,30050028,30050028,,10000000,May 19 1989,,Original Screenplay,Action/Adventure,Fiction,44,5.8,14085
Dragonfly,30063805,30063805,,60000000,Feb 22 2002,PG/PG-13,Original Screenplay,Drama,Fiction,7,5.8,14098
Jane Austen's Mafia,19843795,30143795,,10000000,Jul 24 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,,5,7706
The Art of War,30199105,30199105,,40000000,Aug 25 2000,R,Original Screenplay,Horror/Thriller,Fiction,16,5.5,12484
Love Happens,22965110,30206355,7174988,18000000,Sep 18 2009,PG/PG-13,Original Screenplay,Drama,Fiction,17,5.5,6111
Stick It,26910736,30399714,27642935,20000000,Apr 28 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,31,5.9,9556
Cabin Fever,21158188,30553394,,1500000,Sep 12 2003,R,Original Screenplay,Horror/Thriller,Fiction,,5.4,28417
A Serious Man,9228788,30710147,3614635,7000000,Oct 02 2009,R,Original Screenplay,Comedy,Fiction,88,7.2,32396
Awake,14373825,30757745,13038208,8600000,Nov 30 2007,R,Original Screenplay,Horror/Thriller,Fiction,24,6.5,26076
In Bruges,7800825,30782621,3467377,15000000,Feb 08 2008,R,Original Screenplay,Comedy,Fiction,80,8.1,97876
Joe Dirt,27087695,30987695,,16000000,Apr 11 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,11,5.4,18666
How High,31155435,31260435,,12000000,Dec 21 2001,R,Original Screenplay,Comedy,Fiction,27,5.5,14470
Lost Souls,16779636,31320293,,28000000,Oct 13 2000,R,Original Screenplay,Horror/Thriller,Fiction,7,4.5,6639
Johnson Family Vacation,31203964,31462753,,12000000,Apr 07 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,6,3.8,3278
Lage Raho Munnabhai,2217561,31517561,,2700000,Sep 01 2006,Other,Original Screenplay,Comedy,Fiction,,7.8,5236
Benji,31559560,31559560,,500000,Nov 15 1974,,Original Screenplay,Action/Adventure,,83,5.8,1801
History of the World: Part I,31672000,31672000,,11000000,Jun 12 1981,,Original Screenplay,Comedy,Fiction,,6.5,16691
Mr. Nice Guy,12716953,31716953,,6000000,Mar 20 1998,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,,5.2,174
That Thing You Do!,25857416,31748615,,2500000,Oct 04 1996,PG/PG-13,Original Screenplay,Drama,Fiction,92,6.7,25916
Lake Placid,31770413,31770413,,27000000,Jul 16 1999,R,Original Screenplay,Horror/Thriller,Fiction,38,5.3,19382
Sunshine,3688560,32030610,6342481,40000000,Jul 20 2007,R,Original Screenplay,Horror/Thriller,Fiction,74,7.3,74535
Copycat,32051917,32051917,,20000000,Oct 27 1995,R,Original Screenplay,Horror/Thriller,Fiction,75,6.5,17182
Dance Flick,25662155,32092761,,25000000,May 22 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,17,3.4,5002
The Lawnmower Man,32100816,32100816,,10000000,Mar 06 1992,,Original Screenplay,Action/Adventure,Fiction,47,5.1,12607
Kingpin,25023424,32223424,,25000000,Jul 26 1996,R,Original Screenplay,Comedy,Fiction,51,6.7,28404
Garden State,26782316,32381151,,2500000,Jul 28 2004,R,Original Screenplay,Drama,Fiction,86,7.9,92594
Being John Malkovich,22858926,32382381,,13000000,Oct 29 1999,R,Original Screenplay,Comedy,Fiction,92,7.9,113568
Krrish,1430721,32430721,,10000000,Jun 23 2006,Other,Original Screenplay,Action/Adventure,Fiction,100,6.1,2735
Darkness Falls,32539681,32539681,,7000000,Jan 24 2003,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,8,4.6,12771
Kabhi Alvida Naa Kehna,3275443,32575443,,10750000,Aug 11 2006,Other,Original Screenplay,Drama,Fiction,67,5.6,4128
Return to Me,32662299,32662299,,24000000,Apr 07 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,61,6.6,9565
The Invention of Lying,18451251,32679264,4548709,18500000,Oct 02 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,57,6.5,24578
Jennifer's Body,16204793,32832166,4998385,16000000,Sep 18 2009,R,Original Screenplay,Horror/Thriller,Fiction,42,5.3,24265
Agora,599903,32912303,,70000000,May 28 2010,R,Original Screenplay,Drama,Fiction,,7.3,10054
88 Minutes,16930884,32955399,11385055,30000000,Apr 18 2008,R,Original Screenplay,Horror/Thriller,Fiction,5,5.9,31205
Dracula 2000,33000377,33000377,,28000000,Dec 22 2000,R,Original Screenplay,Horror/Thriller,Fiction,15,4.8,14077
Silverado,33200000,33200000,,26000000,Jul 10 1985,,Original Screenplay,Western/Musical,Fiction,76,7,14243
Black Knight,33422806,33422806,,35000000,Nov 21 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,13,4.3,12747
The Long Kiss Goodnight,33447612,33447612,,65000000,Oct 11 1996,R,Original Screenplay,Action/Adventure,Fiction,69,6.6,28257
Fireproof,33451479,33451479,31898934,500000,Sep 26 2008,PG/PG-13,Original Screenplay,Drama,Fiction,40,5.6,5498
Red Planet,17480890,33463969,,80000000,Nov 10 2000,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,12,5.3,20989
Friday After Next,33253609,33526835,,10000000,Nov 22 2002,R,Original Screenplay,Comedy,Fiction,25,5.3,6742
Hostel: Part II,17544812,33606409,16230816,7500000,Jun 08 2007,R,Original Screenplay,Horror/Thriller,Fiction,45,5.4,31511
Y Tu Mama Tambien (And Your Mother Too),13649881,33649881,,5000000,Mar 15 2002,R,Original Screenplay,Drama,Fiction,,,
Crank,27838408,33824696,28776986,12000000,Sep 01 2006,R,Original Screenplay,Action/Adventure,Fiction,61,7.1,71094
Hotel Rwanda,23519128,33919128,,17500000,Dec 22 2004,PG/PG-13,Original Screenplay,Drama,Non-Fiction,90,8.3,92106
Instinct,34105207,34105207,,55000000,Jun 04 1999,R,Original Screenplay,Drama,Fiction,27,6.2,15388
Child's Play 2,26904572,34166572,,13000000,Nov 09 1990,,Original Screenplay,Horror/Thriller,Fiction,38,5.1,8666
Darkness,22163442,34409206,,10600000,Dec 25 2004,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4,5.3,9979
The Best Man,34102780,34572780,,9000000,Oct 22 1999,R,Original Screenplay,Comedy,Fiction,71,6.1,2019
Everyone Says I Love You,9725847,34600000,,20000000,Dec 06 1996,R,Original Screenplay,Western/Musical,Fiction,80,6.8,16481
Jack Frost,34645374,34645374,,50000000,Dec 11 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,15,4.6,6932
Disaster Movie,14190901,34690901,9859088,20000000,Aug 29 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,2,1.7,34928
Death at a Funeral,8580428,34743644,,20000000,Aug 17 2007,R,Original Screenplay,Comedy,Fiction,61,5.1,6628
My Best Friend's Girl,19219250,34787111,18449619,20000000,Sep 19 2008,R,Original Screenplay,Comedy,Fiction,15,5.8,14617
The Life Aquatic with Steve Zissou,24006726,34806726,,50000000,Dec 10 2004,R,Original Screenplay,Comedy,Fiction,53,7.2,57889
Freddy's Dead: The Final Nightmare,34872033,34872033,,5000000,Sep 13 1991,R,Original Screenplay,Horror/Thriller,Fiction,,4.5,12779
