Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes
Twilight,15055091,15055091,20000000,Mar 06 1998,R,Original Screenplay,Drama,Fiction,6.1,4840
Dead Man on Campus,15064948,15064948,14000000,Aug 21 1998,R,Original Screenplay,Comedy,Fiction,5.6,7109
Transamerica,9015303,15151744,1000000,Dec 02 2005,R,Original Screenplay,Drama,Fiction,7.6,19343
Chasing Amy,12006514,15155095,250000,Apr 04 1997,R,Original Screenplay,Comedy,Fiction,7.5,63591
The Corruptor,15164492,15164492,10000000,Mar 12 1999,R,Original Screenplay,Action/Adventure,Fiction,5.8,9008
Friends with Money,13368437,15328368,6500000,Apr 07 2006,R,Original Screenplay,Comedy,Fiction,6.1,11087
Alex & Emma,14208384,15358583,30000000,Jun 20 2003,PG/PG-13,Original Screenplay,Drama,Fiction,5.4,6539
See No Evil,15032800,15387513,8000000,May 19 2006,R,Original Screenplay,Horror/Thriller,Fiction,5,10035
Drowning Mona,15427192,15427192,16000000,Mar 03 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,7606
The Jacket,6301131,15452978,28500000,Mar 04 2005,R,Original Screenplay,Horror/Thriller,Fiction,7.1,35932
The Fountain,10144010,15461638,35000000,Nov 22 2006,PG/PG-13,Original Screenplay,Drama,Fiction,7.4,72562
The Weather Man,12482775,15466961,20000000,Oct 28 2005,R,Original Screenplay,Drama,Fiction,6.9,35394
Bait,15325127,15471969,35000000,Sep 15 2000,R,Original Screenplay,Action/Adventure,Fiction,5.6,5143
My Boss's Daughter,15549702,15549702,14000000,Aug 22 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,4.3,10919
Cry Wolf,10047674,15585495,1000000,Sep 16 2005,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.4,372
Ulee's Gold,9054736,15600000,2700000,Jun 13 1997,R,Original Screenplay,Drama,Fiction,7,4041
Larry the Cable Guy: Health Inspector,15680099,15680099,17000000,Mar 24 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,2.8,7547
The Good Girl,14018296,15976468,8000000,Aug 07 2002,R,Original Screenplay,Comedy,Fiction,6.6,21460
Kung Pow: Enter the Fist,16033556,16033556,10000000,Jan 25 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,19348
Imagine That,16123323,16123323,55000000,Jun 12 2009,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,3092
The Visitor,9427026,16194905,4000000,Apr 11 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,318
American Dreamz,7314027,16510971,17000000,Apr 21 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,15097
Mindhunters,4476235,16566235,27000000,May 13 2005,R,Original Screenplay,Horror/Thriller,Fiction,6.2,23357
Baby's Day Out,16581575,16581575,50000000,Jul 01 1994,PG/PG-13,Original Screenplay,Comedy,Fiction,5,8332
Paparazzi,15712072,16612072,20000000,Sep 03 2004,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,5.7,9058
54,16757163,16757163,13000000,Aug 28 1998,R,Original Screenplay,Drama,Non-Fiction,5.6,15023
"House of 1,000 Corpses",12634962,16829545,7000000,Apr 11 2003,R,Original Screenplay,Horror/Thriller,Fiction,5.5,3311
Godsend,14334645,16910708,30000000,Apr 30 2004,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.7,13866
Win a Date with Tad Hamilton!,16980098,16980098,24000000,Jan 23 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,10366
Central do Brasil,5969553,17006158,2900000,Nov 20 1998,R,Original Screenplay,Drama,Fiction,8,17343
Pandorum,10330853,17033431,40000000,Sep 25 2009,R,Original Screenplay,Horror/Thriller,Fiction,6.9,29428
CachÈ,3647381,17147381,8000000,Dec 23 2005,R,Original Screenplay,Drama,Fiction,5.5,26
Center Stage,17200925,17200925,18000000,May 12 2000,PG/PG-13,Original Screenplay,Drama,Fiction,6.2,7968
Eight Legged Freaks,17266505,17266505,30000000,Jul 17 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,18173
The Matador,12578537,17290120,10000000,Dec 30 2005,R,Original Screenplay,Horror/Thriller,Fiction,6.9,25035
Max Keeble's Big Move,17292381,17292381,12000000,Oct 05 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,2490
My Baby's Daddy,17321573,17322212,12000000,Jan 09 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,4,2010
Half Baked,17394881,17394881,8000000,Jan 16 1998,R,Original Screenplay,Comedy,Fiction,6.3,18791
Frailty,13110448,17423030,11000000,Apr 12 2002,R,Original Screenplay,Horror/Thriller,Fiction,7.3,27629
A Guy Thing,15543862,17430594,20000000,Jan 17 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,8147
Rebound,16809014,17492014,45000000,Jul 01 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,4485
Roll Bounce,17380866,17500866,10000000,Sep 23 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,5,3167
Disturbing Behavior,17507368,17507368,15000000,Jul 24 1998,R,Original Screenplay,Horror/Thriller,Fiction,5.2,9394
The Contender,17804273,17804273,9000000,Oct 13 2000,R,Original Screenplay,Drama,Fiction,6.9,13709
12 Rounds,12234694,18184083,20000000,Mar 27 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.4,8914
Daddy Day Camp,13235267,18197398,76000000,Aug 08 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,2.4,6809
Harold & Kumar Go to White Castle,18225165,18225165,9000000,Jul 30 2004,R,Original Screenplay,Comedy,Fiction,7.2,56030
Loser,15464026,18250106,20000000,Jul 21 2000,R,Original Screenplay,Comedy,Fiction,5,12877
Eye of the Beholder,16500786,18260865,15000000,Jan 28 2000,R,Original Screenplay,Horror/Thriller,Fiction,4.6,9992
Sugar Hill,18272447,18272447,10000000,Feb 25 1994,R,Original Screenplay,Drama,Fiction,5.3,1627
Empire,17504595,18495444,3500000,Dec 06 2002,R,Original Screenplay,Drama,Fiction,6.5,63
The Curse of the Jade Scorpion,7496522,18496522,26000000,Aug 24 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,6.7,15897
An Unfinished Life,8535575,18535575,30000000,Sep 09 2005,PG/PG-13,Original Screenplay,Drama,Fiction,7.1,11770
The Quick and the Dead,18552460,18552460,32000000,Feb 10 1995,R,Original Screenplay,Western/Musical,Fiction,6.3,27352
A Mighty Wind,17583468,18552708,6000000,Apr 16 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,7.2,13602
The Girl Next Door,14589444,18589444,25000000,Apr 09 2004,R,Original Screenplay,Comedy,Fiction,7,5614
3000 Miles to Graceland,15738632,18708848,62000000,Feb 23 2001,R,Original Screenplay,Drama,Fiction,5.6,20094
Akeelah and the Bee,18848430,18948425,8000000,Apr 28 2006,PG/PG-13,Original Screenplay,Drama,Fiction,7.6,8245
Once,9445857,18997174,150000,Jun 16 2007,R,Original Screenplay,Drama,Fiction,8,34348
The Replacement Killers,19035741,19035741,30000000,Feb 06 1998,R,Original Screenplay,Action/Adventure,Fiction,5.9,13905
Rushmore,17105219,19080435,10000000,Dec 11 1998,R,Original Screenplay,Comedy,Fiction,7.8,53192
2046,1442338,19202856,12000000,Aug 05 2005,R,Original Screenplay,Drama,Fiction,7.5,19431
Half Past Dead,15567860,19233280,25000000,Nov 15 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.1,6909
Rock Star,16991902,19317765,38000000,Sep 07 2001,R,Original Screenplay,Drama,Fiction,5.8,15806
Saving Silverman,19351569,19351569,22000000,Feb 09 2001,R,Original Screenplay,Comedy,Fiction,5.6,18748
The Perfect Man,16535005,19535005,10000000,Jun 17 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,7278
Vampire in Brooklyn,19637147,19637147,14000000,Oct 27 1995,R,Original Screenplay,Horror/Thriller,Fiction,4.3,8200
Summer Catch,19693891,19693891,17000000,Aug 24 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,6848
Hard Rain,19870567,19870567,70000000,Jan 16 1998,R,Original Screenplay,Action/Adventure,Fiction,5.6,14375
Fled,17192205,19892205,30000000,Jul 19 1996,R,Original Screenplay,Action/Adventure,Fiction,4.9,4215
crazy/beautiful,16929123,19929123,13000000,Jun 29 2001,PG/PG-13,Original Screenplay,Drama,Fiction,6.3,12102
Down to You,20035310,20035310,9000000,Jan 21 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,4.4,7095
Reign Over Me,19661987,20081987,20000000,Mar 23 2007,R,Original Screenplay,Drama,Fiction,7.7,39234
Serving Sara,16930185,20146150,29000000,Aug 23 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,5,7973
Showgirls,20254932,20254932,40000000,Sep 22 1995,R,Original Screenplay,Drama,Fiction,4.1,27004
City Hall,20278055,20278055,40000000,Feb 16 1996,R,Original Screenplay,Drama,Fiction,6.1,9908
Kids,7412216,20412216,1500000,Jul 21 1995,Other,Original Screenplay,Drama,Fiction,6.7,26122
Rendition,9736045,20437142,27500000,Oct 19 2007,R,Original Screenplay,Horror/Thriller,Fiction,6.9,23223
The Last Castle,18208078,20541668,60000000,Oct 19 2001,R,Original Screenplay,Drama,Fiction,6.5,21621
The Kids Are All Right,20553799,20553799,4000000,Jul 09 2010,R,Original Screenplay,Comedy,Fiction,7.8,3093
Walk Hard: The Dewey Cox Story,18317151,20575121,35000000,Dec 21 2007,R,Original Screenplay,Comedy,Fiction,6.7,28032
A Perfect Getaway,15515460,20613298,14000000,Aug 07 2009,R,Original Screenplay,Horror/Thriller,Fiction,6.5,16324
Best in Show,18621249,20695413,6000000,Sep 27 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,7.4,24484
Eurotrip,17718223,20718223,25000000,Feb 20 2004,R,Original Screenplay,Comedy,Fiction,6.5,52548
Ultraviolet,18522064,20722064,30000000,Mar 03 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4,28547
Boys Don't Cry,11540607,20741000,2000000,Oct 08 1999,R,Original Screenplay,Drama,Non-Fiction,7.6,34435
Georgia Rule,18882880,20819601,20000000,May 11 2007,R,Original Screenplay,Drama,Fiction,5.8,10902
Amores Perros,5383834,20883834,2000000,Mar 30 2001,R,Original Screenplay,Drama,Fiction,8.1,61083
The Devil's Rejects,17044981,20940428,7000000,Jul 22 2005,R,Original Screenplay,Horror/Thriller,Fiction,6.9,36082
Tales from the Crypt: Demon Knight,21089146,21089146,12000000,Jan 13 1995,R,Original Screenplay,Horror/Thriller,Fiction,6.4,6430
ATL,21170563,21170563,17000000,Mar 31 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,5480
The Apostle,20733485,21277770,5000000,Dec 17 1997,PG/PG-13,Original Screenplay,Drama,Fiction,7.1,7757
He Got Game,21567853,21567853,25000000,May 01 1998,R,Original Screenplay,Drama,Fiction,6.8,14494
Doomsday,11008770,21621188,33000000,Mar 14 2008,R,Original Screenplay,Action/Adventure,Fiction,6,34035
Furry Vengeance,17630465,21630465,35000000,Apr 30 2010,PG/PG-13,Original Screenplay,Comedy,Fiction,2.6,3458
Little Black Book,20422207,21758371,30000000,Aug 06 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5.2,7625
Boys and Girls,21799652,21799652,16000000,Jun 16 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,4.9,7779
Mr. 3000,21800302,21827296,30000000,Sep 17 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5.6,6202
Unaccompanied Minors,16655224,21949214,25000000,Dec 08 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,3.7,4133
Joy Ride,21973182,21973182,23000000,Oct 05 2001,R,Original Screenplay,Horror/Thriller,Fiction,5.4,118
Don Juan DeMarco,22032635,22032635,25000000,Apr 07 1995,PG/PG-13,Original Screenplay,Drama,Fiction,6.6,20386
Man of the House,19699706,22099706,50000000,Feb 25 2005,PG/PG-13,Original Screenplay,Comedy,Fiction,4.2,3432
The Medallion,22108977,22108977,41000000,Aug 22 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,10121
The Marine,18844784,22165608,15000000,Oct 13 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.5,13157
Waitress,19097550,22202180,1500000,May 02 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,7.2,20384
My Fellow Americans,22331846,22331846,21500000,Dec 20 1996,PG/PG-13,Original Screenplay,Comedy,Fiction,6.3,6366
At First Sight,22365133,22365133,40000000,Jan 15 1999,PG/PG-13,Original Screenplay,Drama,Fiction,5.6,6872
Two Can Play That Game,22235901,22391450,13000000,Sep 07 2001,R,Original Screenplay,Comedy,Fiction,5.6,2370
Swimming Pool,10130108,22441323,7800000,Jul 04 2003,R,Original Screenplay,Horror/Thriller,Fiction,6.8,19992
The Glass House,17951431,22861785,22000000,Sep 14 2001,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,5.6,10629
Rounders,22921898,22921898,12000000,Sep 11 1998,R,Original Screenplay,Drama,Fiction,7.3,45439
Super Troopers,18492362,23046142,3000000,Feb 15 2002,R,Original Screenplay,Comedy,Fiction,6.8,29514
The Players Club,23047939,23047939,5000000,Apr 08 1998,R,Original Screenplay,Drama,Fiction,4.8,2072
Stay Alive,23086480,23187506,20000000,Mar 24 2006,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.5,13658
The Usual Suspects,23341568,23341568,6000000,Aug 16 1995,R,Original Screenplay,Drama,Fiction,8.7,266890
Reindeer Games,23360779,23360779,36000000,Feb 25 2000,R,Original Screenplay,Action/Adventure,Fiction,5.5,16822
Hustle & Flow,22202809,23563727,2800000,Jul 22 2005,R,Original Screenplay,Drama,Fiction,7.5,18688
Dickie Roberts: Former Child Star,22734486,23734486,17000000,Sep 05 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,6949
The Guru,3051221,23788368,11000000,Jan 31 2003,R,Original Screenplay,Comedy,Fiction,5.5,9239
Life as a House,15652637,23889158,18000000,Oct 26 2001,R,Original Screenplay,Drama,Fiction,7.5,19308
Corky Romano,23978402,23978402,11000000,Oct 12 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,4.2,6739
Virtuosity,23998226,23998226,30000000,Aug 04 1995,R,Original Screenplay,Action/Adventure,Fiction,5.3,11079
Angel Eyes,24044532,24044532,38000000,May 18 2001,R,Original Screenplay,Drama,Fiction,5.5,11089
Renaissance Man,24172899,24172899,40000000,Jun 03 1994,PG/PG-13,Original Screenplay,Comedy,Fiction,5.9,7650
Saving Grace,12178602,24325623,4000000,Aug 04 2000,R,Original Screenplay,Comedy,Fiction,6.8,8543
The Next Best Thing,14983572,24355762,25000000,Mar 03 2000,PG/PG-13,Original Screenplay,Drama,Fiction,4.4,6104
Arlington Road,24419219,24419219,21500000,Jul 09 1999,R,Original Screenplay,Horror/Thriller,Fiction,7.2,36051
Joe Somebody,22770864,24515990,38000000,Dec 21 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,5313
Punch-Drunk Love,17791031,24591031,25000000,Oct 11 2002,R,Original Screenplay,Comedy,Fiction,7.4,49786
Seed of Chucky,17016190,24716190,29000000,Nov 12 2004,R,Original Screenplay,Horror/Thriller,Fiction,5.1,9897
The Wood,25059640,25059640,6000000,Jul 16 1999,R,Original Screenplay,Comedy,Fiction,6.1,3224
Cursed,19294901,25114901,35000000,Feb 25 2005,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.8,14425
Can't Hardly Wait,25358996,25358996,10000000,Jun 12 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,6.2,19470
Escape from L.A.,25426861,25426861,50000000,Aug 09 1996,R,Original Screenplay,Action/Adventure,Fiction,5.3,23262
Desperado,25532388,25532388,7000000,Aug 25 1995,R,Original Screenplay,Action/Adventure,Fiction,7,51515
From Dusk Till Dawn,25728961,25728961,20000000,Jan 19 1996,R,Original Screenplay,Horror/Thriller,Fiction,7.1,80234
Ice Princess,24381334,25732334,25000000,Mar 18 2005,G,Original Screenplay,Comedy,Fiction,6,7106
All About the Benjamins,25482931,25873145,14000000,Mar 08 2002,R,Original Screenplay,Comedy,Fiction,5.3,4366
Clerks II,24148068,25894473,5000000,Jul 21 2006,R,Original Screenplay,Comedy,Fiction,7.7,56668
The New World,12712093,26184400,30000000,Dec 25 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,33248
Dumb and Dumberer: When Harry Met Lloyd,26214846,26214846,30000000,Jun 13 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,3.3,14813
The Whole Ten Yards,16323969,26323969,30000000,Apr 09 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,20807
Igor,19528188,26608350,30000000,Sep 19 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,6,6614
Ghost Town,13252641,26612350,20000000,Sep 19 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,310
Blast from the Past,26613620,26613620,35000000,Feb 12 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,6.4,23243
Event Horizon,26673242,26673242,60000000,Aug 15 1997,R,Original Screenplay,Horror/Thriller,Fiction,6.3,44671
Spy Hard,26936265,26936265,18000000,May 24 1996,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,12682
The Big Hit,27066941,27066941,13000000,Apr 24 1998,R,Original Screenplay,Action/Adventure,Fiction,5.8,14157
The Story of Us,27100030,27100030,50000000,Oct 15 1999,R,Original Screenplay,Comedy,Fiction,5.6,10720
The Cave,15007991,27147991,30000000,Aug 26 2005,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.8,13025
Baby Geniuses,27151490,27151490,13000000,Mar 12 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,2.2,9038
Dark City,14435076,27257061,27000000,Feb 27 1998,R,Original Screenplay,Horror/Thriller,Fiction,7.8,62991
The Upside of Anger,18761993,27361993,12000000,Mar 11 2005,R,Original Screenplay,Drama,Fiction,7,12317
Air Bud,24646936,27555061,3000000,Aug 01 1997,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,4698
Goal!,4283255,27610873,33000000,May 12 2006,PG/PG-13,Original Screenplay,Drama,Fiction,6.9,16809
Traitor,23530831,27664173,22000000,Aug 27 2008,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7.1,22468
Love and Basketball,27441122,27709625,15000000,Apr 21 2000,PG/PG-13,Original Screenplay,Drama,Fiction,6.7,5835
Menace II Society,27731527,27731527,3500000,May 26 1993,R,Original Screenplay,Action/Adventure,Fiction,7.4,14807
Nurse Betty,25170054,27732366,24000000,Sep 08 2000,R,Original Screenplay,Comedy,Fiction,6.4,20354
Friday,27467564,27936778,3500000,Apr 26 1995,R,Original Screenplay,Comedy,Fiction,7,21623
The Brothers,27457409,27958191,6000000,Mar 23 2001,R,Original Screenplay,Comedy,Fiction,2.8,153
Loaded Weapon 1,27979399,27979399,13000000,Feb 05 1993,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,17637
Grosse Point Blank,28084357,28084357,15000000,Apr 11 1997,R,Original Screenplay,Comedy,Fiction,7.4,41523
Brown Sugar,27362712,28315272,8000000,Oct 11 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,6,2745
Heist,23483357,28483168,35000000,Nov 09 2001,R,Original Screenplay,Action/Adventure,Fiction,3.2,77
Be Kind Rewind,11175164,28505302,20000000,Feb 22 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,6.6,42470
Swimfan,28563926,28563926,10000000,Sep 06 2002,PG/PG-13,Original Screenplay,Drama,Fiction,4.6,9577
Wrong Turn,15417771,28649556,10000000,May 30 2003,R,Original Screenplay,Horror/Thriller,Fiction,5.8,119
Agent Cody Banks 2: Destination London,23514247,28703083,26000000,Mar 12 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,4.1,4063
Baby Boy,28734552,28734552,16000000,Jun 27 2001,R,Original Screenplay,Drama,Fiction,6.1,4485
Boiler Room,16963963,28773637,9000000,Feb 18 2000,R,Original Screenplay,Drama,Fiction,6.9,22979
The Life of David Gale,19694635,28920188,50000000,Feb 21 2003,R,Original Screenplay,Horror/Thriller,Fiction,7.3,37628
The New Guy,28972187,28972187,13000000,May 10 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,14268
Far From Heaven,15901849,29027914,13500000,Nov 08 2002,PG/PG-13,Original Screenplay,Drama,Fiction,7.5,20239
Rang De Basanti,2197694,29197694,5300000,Jan 27 2006,Other,Original Screenplay,Drama,Fiction,8.1,12116
Bulworth,26528684,29203383,30000000,May 15 1998,R,Original Screenplay,Comedy,Fiction,6.8,15486
A Low Down Dirty Shame,29317886,29317886,10000000,Nov 23 1994,R,Original Screenplay,Action/Adventure,Fiction,5.4,1847
The Prince & Me,28165882,29356757,30000000,Apr 02 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5.6,9547
Across the Universe,24343673,29367143,45000000,Sep 14 2007,PG/PG-13,Original Screenplay,Western/Musical,Fiction,7.5,45611
Shaun of the Dead,13542874,29629128,5000000,Sep 24 2004,R,Original Screenplay,Comedy,Fiction,8,134693
Small Time Crooks,17266359,29934477,18000000,May 19 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,6.5,15636
Laws of AttrAction/Adventure,17848322,29948322,32000000,Apr 30 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,9266
Night of the Living Dead,12000000,30000000,114000,Oct 01 1968,Other,Original Screenplay,Horror/Thriller,Fiction,6.6,10083
Dragonfly,30063805,30063805,60000000,Feb 22 2002,PG/PG-13,Original Screenplay,Drama,Fiction,5.8,14098
Jane Austen's Mafia,19843795,30143795,10000000,Jul 24 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,5,7706
The Art of War,30199105,30199105,40000000,Aug 25 2000,R,Original Screenplay,Horror/Thriller,Fiction,5.5,12484
Love Happens,22965110,30206355,18000000,Sep 18 2009,PG/PG-13,Original Screenplay,Drama,Fiction,5.5,6111
Stick It,26910736,30399714,20000000,Apr 28 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,5.9,9556
Cabin Fever,21158188,30553394,1500000,Sep 12 2003,R,Original Screenplay,Horror/Thriller,Fiction,5.4,28417
A Serious Man,9228788,30710147,7000000,Oct 02 2009,R,Original Screenplay,Comedy,Fiction,7.2,32396
Awake,14373825,30757745,8600000,Nov 30 2007,R,Original Screenplay,Horror/Thriller,Fiction,6.5,26076
In Bruges,7800825,30782621,15000000,Feb 08 2008,R,Original Screenplay,Comedy,Fiction,8.1,97876
Joe Dirt,27087695,30987695,16000000,Apr 11 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,18666
How High,31155435,31260435,12000000,Dec 21 2001,R,Original Screenplay,Comedy,Fiction,5.5,14470
Lost Souls,16779636,31320293,28000000,Oct 13 2000,R,Original Screenplay,Horror/Thriller,Fiction,4.5,6639
