Rank,Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes
1290,How to Lose a Guy in 10 Days,105807520,177079973,50000000,Feb 07 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.1,33866
1291,Twilight,192769854,396439854,37000000,Nov 21 2008,PG/PG-13,Adapted screenplay,Drama,Fiction,6.1,4840
1292,Shrek the Third,322719944,798958162,160000000,May 18 2007,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.1,59778
1293,Punisher: War Zone,8050977,8199130,35000000,Dec 05 2008,R,Adapted screenplay,Action/Adventure,Fiction,6.1,20865
1294,City by the Sea,22433915,22433915,40000000,Sep 06 2002,R,Adapted screenplay,Drama,Fiction,6.1,13487
1295,Proof of Life,32598931,62761005,65000000,Dec 08 2000,R,Adapted screenplay,Action/Adventure,Fiction,6.1,23099
1296,Illuminata,836641,836641,10000000,Aug 06 1999,R,Adapted screenplay,Drama,Fiction,6.1,1100
1297,Redacted,65388,65388,5000000,Nov 16 2007,R,Adapted screenplay,Drama,Non-Fiction,6.1,5759
1298,Factory Girl,1661464,1661464,7000000,Dec 29 2006,R,Adapted screenplay,Drama,Non-Fiction,6.1,8680
1299,The Miracle,64378093,64445708,28000000,Feb 06 2004,PG/PG-13,Adapted screenplay,Drama,Non-Fiction,6.1,126
1300,Downfall,5501940,92101940,13500000,Feb 18 2005,R,Adapted screenplay,Drama,Non-Fiction,6.1,404
1301,Muppets From Space,16304786,16304786,24000000,Jul 14 1999,G,Adapted screenplay,Comedy,Fiction,6.1,5945
1302,Naked Gun 33 1/3: The Final Insult,51041856,51041856,30000000,Mar 18 1994,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.1,24904
1303,Evita,50047179,151947179,55000000,Dec 25 1996,PG/PG-13,Adapted screenplay,Western/Musical,Non-Fiction,6.1,16769
1304,The Grand,115879,115879,3000000,Mar 21 2008,R,Original Screenplay,Comedy,Fiction,6.1,3346
1305,Heroes,655538,655538,400000,Oct 24 2008,R,Original Screenplay,Action/Adventure,Fiction,6.1,505
1306,La otra conquista,886410,886410,3500000,Apr 19 2000,R,Original Screenplay,Drama,Fiction,6.1,584
1307,Blood and Wine,1083350,1083350,26000000,Feb 21 1997,R,Original Screenplay,Horror/Thriller,Fiction,6.1,4761
1308,But I'm a Cheerleader,2205627,2595216,1200000,Jul 07 2000,R,Original Screenplay,Comedy,Fiction,6.1,10073
1309,Tadpole,2891288,3200241,150000,Jul 19 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,3800
1310,Celebrity,5078660,6200000,12000000,Nov 20 1998,R,Original Screenplay,Comedy,Fiction,6.1,10978
1311,Dick,6276869,6276869,13000000,Aug 04 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,10451
1312,Switchback,6504442,6504442,38000000,Oct 31 1997,R,Original Screenplay,Action/Adventure,Fiction,6.1,5141
1313,Mad City,10561038,10561038,50000000,Nov 07 1997,PG/PG-13,Original Screenplay,Drama,Fiction,6.1,9611
1314,Twilight,15055091,15055091,20000000,Mar 06 1998,R,Original Screenplay,Drama,Fiction,6.1,4840
1315,Friends with Money,13368437,15328368,6500000,Apr 07 2006,R,Original Screenplay,Comedy,Fiction,6.1,11087
1316,City Hall,20278055,20278055,40000000,Feb 16 1996,R,Original Screenplay,Drama,Fiction,6.1,9908
1317,The Wood,25059640,25059640,6000000,Jul 16 1999,R,Original Screenplay,Comedy,Fiction,6.1,3224
1318,Baby Boy,28734552,28734552,16000000,Jun 27 2001,R,Original Screenplay,Drama,Fiction,6.1,4485
1319,Krrish,1430721,32430721,10000000,Jun 23 2006,Other,Original Screenplay,Action/Adventure,Fiction,6.1,2735
1320,The Best Man,34102780,34572780,9000000,Oct 22 1999,R,Original Screenplay,Comedy,Fiction,6.1,2019
1321,Quarantine,31691811,36091811,12000000,Oct 10 2008,R,Original Screenplay,Horror/Thriller,Fiction,6.1,21939
1322,Leatherheads,31373938,40830862,58000000,Apr 04 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,14504
1323,Orange County,41059716,43308707,18000000,Jan 11 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,23742
1324,Untraceable,28687835,52649951,35000000,Jan 25 2008,R,Original Screenplay,Horror/Thriller,Fiction,6.1,21922
1325,15 Minutes,24375436,56331864,42000000,Mar 09 2001,R,Original Screenplay,Horror/Thriller,Fiction,6.1,25566
1326,Behind Enemy Lines,58855732,58855732,40000000,Nov 30 2001,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.1,32575
1327,Mouse Hunt,61894591,61894591,38000000,Dec 19 1997,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,14934
1328,Tin Cup,53854588,75854588,45000000,Aug 16 1996,R,Original Screenplay,Comedy,Fiction,6.1,17274
1329,In & Out,63826569,83226569,35000000,Sep 19 1997,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,18773
1330,13 Going On 30,57139723,96439723,30000000,Apr 23 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,32634
1331,Crash,54557348,98387109,6500000,May 06 2005,R,Original Screenplay,Drama,Fiction,6.1,20886
1332,Planet 51,42194060,108005745,50000000,Nov 20 2009,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.1,9645
1333,Step Up,65328121,115328121,12000000,Aug 11 2006,PG/PG-13,Original Screenplay,Drama,Fiction,6.1,21691
1334,Mona Lisa Smile,63803100,121598309,65000000,Dec 19 2003,PG/PG-13,Original Screenplay,Drama,Fiction,6.1,23657
1335,American Wedding,104354205,126425115,55000000,Aug 01 2003,R,Original Screenplay,Comedy,Fiction,6.1,52210
1336,"You, Me and Dupree",75802010,130402010,54000000,Jul 14 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,164
1337,I Now Pronounce You Chuck and Larry,119725280,185708462,85000000,Jul 20 2007,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,46347
1338,The Santa Clause,144833357,189800000,22000000,Nov 11 1994,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,17773
1339,Anger Management,135560942,195660942,56000000,Apr 11 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,57088
1340,Entrapment,87707396,211700000,66000000,Apr 30 1999,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.1,40764
1341,Miss Congeniality,106807667,212100000,45000000,Dec 22 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,42323
1342,Beverly Hills Cop II,153665036,276665036,20000000,May 20 1987,R,Original Screenplay,Action/Adventure,Fiction,6.1,29712
1343,Armageddon,201578182,554600000,140000000,Jul 01 1998,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.1,194
1344,Alfie,13395939,35195939,40000000,Nov 05 2004,R,Adapted screenplay,Comedy,Fiction,6.1,20769
1345,The Texas Chainsaw Massacre,80571655,107071655,9000000,Oct 17 2003,R,Adapted screenplay,Horror/Thriller,Fiction,6.1,39172
1346,The Karate Kid,176591618,350591618,40000000,Jun 11 2010,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.1,20039
1347,The Perez Family,2794056,2794056,11000000,May 12 1995,R,Adapted screenplay,Comedy,Fiction,6,1177
1348,The Work and the Glory,3347647,3347647,7500000,Nov 24 2004,PG/PG-13,Adapted screenplay,Drama,Fiction,6,531
1349,Impostor,6114237,6114237,40000000,Jan 04 2002,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6,9020
1350,Trapped,6916869,6916869,30000000,Sep 20 2002,R,Adapted screenplay,Horror/Thriller,Fiction,6,10685
1351,Running With Scissors,6775659,7213629,12000000,Oct 20 2006,R,Adapted screenplay,Comedy,Non-Fiction,6,12926
1352,All the King's Men,7221458,9521458,55000000,Sep 22 2006,PG/PG-13,Adapted screenplay,Drama,Fiction,6,11994
1353,One Night with the King,13395961,13395961,20000000,Oct 13 2006,PG/PG-13,Adapted screenplay,Drama,Fiction,6,2993
1354,The Deep End of the Ocean,13508635,13508635,40000000,Mar 12 1999,PG/PG-13,Adapted screenplay,Drama,Fiction,6,5790
1355,The Ruins,17432844,22177122,25000000,Apr 04 2008,R,Adapted screenplay,Horror/Thriller,Fiction,6,23752
1356,Hannibal Rising,27669725,80583311,50000000,Feb 09 2007,R,Adapted screenplay,Horror/Thriller,Fiction,6,28690
1357,Nim's Island,48006762,94081683,37000000,Apr 04 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6,10391
1358,Die Another Day,160942139,431942139,142000000,Nov 22 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6,67476
1359,Twister,241888385,495900000,88000000,May 10 1996,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6,61665
1360,The Lost World: Jurassic Park,229086679,786686679,75000000,May 22 1997,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6,77124
1361,The Fast and the Furious,144512310,206512310,38000000,Jun 22 2001,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6,67939
1362,Hamlet,1577287,2288841,2000000,May 12 2000,R,Adapted screenplay,Drama,Fiction,6,5147
1363,Bug,7006708,7006708,4000000,May 25 2007,R,Adapted screenplay,Drama,Fiction,6,14164
1364,Hamlet,4501094,7129670,18000000,Dec 25 1996,PG/PG-13,Adapted screenplay,Drama,Fiction,6,5147
1365,Pocahontas,141579773,347100000,55000000,Jun 10 1995,G,Adapted screenplay,Action/Adventure,Fiction,6,26690
1366,Looney Tunes: Back in Action/Adventure,20950820,54540662,80000000,Nov 14 2003,PG/PG-13,Adapted screenplay,Comedy,Fiction,6,8604
1367,Superstar,30628981,30628981,14000000,Oct 08 1999,PG/PG-13,Adapted screenplay,Comedy,Fiction,6,103
1368,Miami Vice,63478838,163818556,135000000,Jul 28 2006,R,Adapted screenplay,Action/Adventure,Fiction,6,51921
1369,Mr. Bean's Holiday,33302167,229736344,25000000,Aug 24 2007,G,Adapted screenplay,Comedy,Fiction,6,28950
1370,Transformers: Revenge of the Fallen,402111870,836303693,210000000,Jun 24 2009,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6,95786
1371,The Good Night,22441,22441,15000000,Oct 05 2007,R,Original Screenplay,Comedy,Fiction,6,4332
1372,Cavite,70071,71644,7000,May 26 2006,Other,Original Screenplay,Horror/Thriller,Fiction,6,487
1373,Orgazmo,582024,627287,1000000,Oct 23 1998,R,Original Screenplay,Comedy,Fiction,6,15592
1374,Kansas City,1353824,1353824,19000000,Aug 16 1996,R,Original Screenplay,Drama,Fiction,6,2397
1375,Camping Sauvage,3479302,3479302,4600000,Jul 16 2004,Other,Original Screenplay,Comedy,Fiction,6,378
1376,PCU,4333569,4333569,9000000,Apr 29 1994,PG/PG-13,Original Screenplay,Comedy,Fiction,6,6967
1377,Diary of the Dead,952620,4726656,2750000,Feb 15 2008,R,Original Screenplay,Horror/Thriller,Fiction,6,20792
1378,Connie & Carla,8047525,8047525,20000000,Apr 16 2004,PG/PG-13,Original Screenplay,Comedy,Fiction,6,4359
1379,Birthday Girl,4919896,8130727,13000000,Feb 01 2002,R,Original Screenplay,Comedy,Fiction,6,13366
1380,Facing the Giants,10178331,10178331,100000,Sep 29 2006,PG/PG-13,Original Screenplay,Drama,Fiction,6,4901
1381,Antitrust,10965209,10965209,30000000,Jan 12 2001,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6,16263
1382,Knockaround Guys,11660180,12419700,15000000,Oct 11 2002,R,Original Screenplay,Drama,Fiction,6,11019
1383,The Crew,13019253,13019253,23000000,Aug 25 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,6,1307
1384,Osmosis Jones,13596911,13596911,70000000,Aug 10 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,6,10959
1385,She's the One,9482579,13795053,3500000,Aug 23 1996,R,Original Screenplay,Comedy,Fiction,6,8159
1386,Run Lola Run,7267324,14533173,1750000,Jun 18 1999,R,Original Screenplay,Horror/Thriller,Fiction,6,91
1387,Doomsday,11008770,21621188,33000000,Mar 14 2008,R,Original Screenplay,Action/Adventure,Fiction,6,34035
1388,Ice Princess,24381334,25732334,25000000,Mar 18 2005,G,Original Screenplay,Comedy,Fiction,6,7106
1389,Igor,19528188,26608350,30000000,Sep 19 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,6,6614
1390,Brown Sugar,27362712,28315272,8000000,Oct 11 2002,PG/PG-13,Original Screenplay,Comedy,Fiction,6,2745
1391,EDtv,22508689,35319689,60000000,Mar 26 1999,PG/PG-13,Original Screenplay,Comedy,Fiction,6,21734
1392,Two Brothers,18947630,39925603,72000000,Jun 25 2004,PG/PG-13,Original Screenplay,Drama,Fiction,6,127
1393,The Mirror Has Two Faces,41267469,41267469,42000000,Nov 15 1996,PG/PG-13,Original Screenplay,Comedy,Fiction,6,6055
1394,The Fourth Kind,26218170,41826604,10000000,Nov 06 2009,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6,16107
1395,Push,31811527,44411527,38000000,Feb 06 2009,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6,26623
1396,Varsity Blues,52894169,54294169,16000000,Jan 15 1999,R,Original Screenplay,Drama,Fiction,6,18066
1397,Snakes on a Plane,34020814,62020814,33000000,Aug 18 2006,R,Original Screenplay,Horror/Thriller,Fiction,6,65841
1398,Shallow Hal,70836296,70836296,40000000,Nov 09 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,6,35878
1399,Righteous Kill,40081410,76781410,60000000,Sep 12 2008,R,Original Screenplay,Horror/Thriller,Fiction,6,34641
1400,The Strangers,52597610,80597610,9000000,May 30 2008,R,Original Screenplay,Horror/Thriller,Fiction,6,35078
1401,Stigmata,50041732,89441732,32000000,Sep 10 1999,R,Original Screenplay,Horror/Thriller,Fiction,6,29411
1402,Wolf,65011757,131011757,70000000,Jun 17 1994,R,Original Screenplay,Horror/Thriller,Fiction,6,20035
1403,Saw IV,63300095,134528909,10000000,Oct 26 2007,R,Original Screenplay,Horror/Thriller,Fiction,6,44730
1404,Double Jeopardy,116735231,177835231,40000000,Sep 24 1999,R,Original Screenplay,Action/Adventure,Fiction,6,28887
1405,Other Season,85105259,189901703,85000000,Sep 29 2006,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6,52
1406,Rush Hour 3,140125968,253025968,180000000,Aug 10 2007,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6,39312
1407,Scary Movie,157019771,277200000,19000000,Jul 07 2000,R,Original Screenplay,Comedy,Fiction,6,68541
1408,Deep Impact,140464664,349464664,80000000,May 08 1998,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6,54160
1409,School for Scoundrels,17807569,17807569,20000000,Sep 29 2006,PG/PG-13,Adapted screenplay,Comedy,Fiction,6,15536
1410,Flight of the Phoenix,21009180,34009180,75000000,Dec 17 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6,18568
1411,The Invasion,15074191,40147042,80000000,Aug 17 2007,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6,28605
1412,Walking Tall,46213824,47313824,56000000,Apr 02 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6,20517
1413,Sweet November,25288103,65754228,40000000,Feb 16 2001,PG/PG-13,Adapted screenplay,Drama,Fiction,6,20891
1414,Sabrina,53458319,87100000,58000000,Dec 15 1995,PG/PG-13,Adapted screenplay,Comedy,Fiction,6,15749
1415,The Jackal,54956941,159356941,60000000,Nov 14 1997,R,Adapted screenplay,Horror/Thriller,Fiction,6,35540
1416,Doctor Dolittle 2,112950721,176101721,72000000,Jun 22 2001,PG/PG-13,Adapted screenplay,Comedy,Fiction,6,2993
1417,Ocean's Twelve,125531634,363531634,85000000,Dec 10 2004,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6,89861
1418,The Tigger Movie,4554533,55159800,20000000,Feb 11 2000,G,Adapted screenplay,Action/Adventure,Fiction,6,2986
1419,A Dog of Flanders,2165637,2165637,7000000,Aug 27 1999,PG/PG-13,Adapted screenplay,Drama,Fiction,5.9,482
1420,What Just Happened,1090947,2412123,27000000,Oct 17 2008,R,Adapted screenplay,Comedy,Fiction,5.9,12537
1421,Miracle at St. Anna,7916887,9110458,45000000,Sep 26 2008,R,Adapted screenplay,Drama,Fiction,5.9,8559
1422,"I Love You, Beth Cooper",14800725,16382538,18000000,Jul 10 2009,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.9,179
1423,Extreme Measures,17378193,17378193,38000000,Sep 27 1996,R,Adapted screenplay,Drama,Fiction,5.9,8038
1424,Anywhere But Here,18653615,18653615,23000000,Nov 12 1999,PG/PG-13,Adapted screenplay,Drama,Fiction,5.9,8514
1425,The Object of my Affection,29145924,29145924,15000000,Apr 17 1998,R,Adapted screenplay,Comedy,Fiction,5.9,8492
1426,Must Love Dogs,43894863,58894863,35000000,Jul 29 2005,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.9,13491
1427,Arthur et les Minimoys,15132763,110102340,80000000,Dec 15 2006,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.9,7626
1428,Sahara,68671925,121671925,145000000,Apr 08 2005,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.9,30739
1429,The Princess Diaries,108244774,165334774,30000000,Aug 03 2001,G,Adapted screenplay,Comedy,Fiction,5.9,23486
1430,Jumper,80172128,222117068,82500000,Feb 14 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.9,69161
1431,Journey to the Center of the Earth,101704370,240904370,45000000,Jul 11 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.9,23756
1432,Night at the Museum: Battle of the Smithsonian,177243721,413054631,150000000,May 22 2009,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.9,25631
1433,Pushing Tin,8408835,8408835,33000000,Apr 23 1999,R,Adapted screenplay,Comedy,Fiction,5.9,16160
1434,The Night Listener,7836393,10547755,4000000,Aug 04 2006,R,Adapted screenplay,Drama,Non-Fiction,5.9,8437
1435,Domino,10169202,17759202,50000000,Oct 14 2005,R,Adapted screenplay,Action/Adventure,Non-Fiction,5.9,32560
1436,The Alamo,22406362,23911362,92000000,Apr 09 2004,PG/PG-13,Adapted screenplay,Western/Musical,Non-Fiction,5.9,10063
1437,Strangers with Candy,2072645,2077844,2000000,Jun 28 2006,R,Adapted screenplay,Comedy,Fiction,5.9,4941
1438,The Powerpuff Girls,11411644,16425701,25000000,Jul 03 2002,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.9,3234
1439,The X-Files: I Want to Believe,20982478,68369434,35000000,Jul 25 2008,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.9,35433
1440,Jimmy Neutron: Boy Genius,80936232,102992536,25000000,Dec 21 2001,G,Adapted screenplay,Action/Adventure,Fiction,5.9,5379
1441,The Saint,61363304,169400000,90000000,Apr 04 1997,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.9,27413
1442,S.W.A.T.,116877597,198100000,70000000,Aug 08 2003,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.9,43260
1443,City of Ghosts,325491,325491,17500000,Apr 25 2003,R,Original Screenplay,Drama,Fiction,5.9,2880
1444,Slow Burn,1237615,1237615,15500000,Apr 13 2007,R,Original Screenplay,Horror/Thriller,Fiction,5.9,2318
1445,Cecil B. Demented,1276984,1953882,10000000,Aug 11 2000,R,Original Screenplay,Comedy,Fiction,5.9,7565
1446,DysFunkTional Family,2255000,2255000,3000000,Apr 04 2003,R,Original Screenplay,Western/Musical,Non-Fiction,5.9,501
1447,Lucky You,5755286,6521829,55000000,May 04 2007,PG/PG-13,Original Screenplay,Drama,Fiction,5.9,9870
1448,The Alamo,7900000,7900000,12000000,Oct 24 1960,PG/PG-13,Original Screenplay,Western/Musical,Fiction,5.9,10063
1449,White Noise 2: The Light,0,8243567,10000000,Jan 08 2008,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,5.9,5647
1450,The Replacement Killers,19035741,19035741,30000000,Feb 06 1998,R,Original Screenplay,Action/Adventure,Fiction,5.9,13905
1451,Renaissance Man,24172899,24172899,40000000,Jun 03 1994,PG/PG-13,Original Screenplay,Comedy,Fiction,5.9,7650
1452,Stick It,26910736,30399714,20000000,Apr 28 2006,PG/PG-13,Original Screenplay,Comedy,Fiction,5.9,9556
1453,88 Minutes,16930884,32955399,30000000,Apr 18 2008,R,Original Screenplay,Horror/Thriller,Fiction,5.9,31205
1454,Defiance,28644813,42268745,50000000,Dec 31 2008,R,Original Screenplay,Drama,Fiction,5.9,362
1455,Drillbit Taylor,32862104,49686263,40000000,Mar 21 2008,PG/PG-13,Original Screenplay,Comedy,Fiction,5.9,19388
1456,The Mighty Ducks,50752337,50752337,10000000,Oct 02 1992,PG/PG-13,Original Screenplay,Comedy,Fiction,5.9,15479
1457,Other Water,30500882,52100882,500000,Aug 06 2004,R,Original Screenplay,Horror/Thriller,Fiction,5.9,23667
1458,The Craft,24769466,55669466,15000000,May 03 1996,R,Original Screenplay,Horror/Thriller,Fiction,5.9,21130
1459,Murder by Numbers,31874869,56643267,50000000,Apr 19 2002,R,Original Screenplay,Horror/Thriller,Fiction,5.9,22318
1460,Stuck On You,33832741,63537164,55000000,Dec 12 2003,PG/PG-13,Original Screenplay,Comedy,Fiction,5.9,23196
1461,The Kid,69688384,69688384,65000000,Jul 07 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,5.9,14927
1462,Small Soldiers,55143823,71743823,40000000,Jul 10 1998,PG/PG-13,Original Screenplay,Comedy,Fiction,5.9,20571
1463,Reign of Fire,43061982,82150183,60000000,Feb 19 2002,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.9,38414
1464,Assassins,30306268,83306268,50000000,Oct 06 1995,R,Original Screenplay,Action/Adventure,Fiction,5.9,23370
1465,Bring it On,68353550,90453550,10000000,Aug 25 2000,PG/PG-13,Original Screenplay,Comedy,Fiction,5.9,30309
1466,Romeo Must Die,55973336,91036760,25000000,Mar 22 2000,R,Original Screenplay,Action/Adventure,Fiction,5.9,25309
1467,Evolution,38311134,98341932,80000000,Jun 08 2001,PG/PG-13,Original Screenplay,Comedy,Fiction,5.9,39590
1468,Scream 2,101363301,101363301,24000000,Dec 12 1997,R,Original Screenplay,Horror/Thriller,Fiction,5.9,48196
1469,The Brothers Grimm,37899638,105299638,80000000,Aug 26 2005,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.9,43532
1470,Final Destination 3,54098051,112798051,25000000,Feb 10 2006,R,Original Screenplay,Horror/Thriller,Fiction,5.9,32263
1471,Blue Streak,68208190,117448157,36000000,Sep 17 1999,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.9,23545
1472,Save the Last Dance,91038276,131638276,13000000,Jan 12 2001,PG/PG-13,Original Screenplay,Drama,Fiction,5.9,20355
